"","DIAG","KAP","type","RR","N","prop"
"384","I51",9,"RR3vs2",1.00333478871606,15208,0.00108421702819592
"385","I65",9,"RR1vs2",1.18999204572527,6937,0.000494556386414721
"386","I65",9,"RR3vs2",0.813766293664137,6937,0.000494556386414721
"387","I66",9,"RR1vs2",1.53630865872216,859,6.12402963716657e-05
"388","I66",9,"RR3vs2",0.791578864735744,859,6.12402963716657e-05
"389","I67",9,"RR1vs2",1.16402903820239,9356,0.000667013053379865
"390","I67",9,"RR3vs2",0.886168991727753,9356,0.000667013053379865
"391","I74",9,"RR1vs2",1.47352337413829,6083,0.000433672552769316
"392","I74",9,"RR3vs2",0.612864334664901,6083,0.000433672552769316
"393","I79",9,"RR1vs2",1.12909301597605,515,3.67156608048985e-05
"394","I79",9,"RR3vs2",1.04118944340754,515,3.67156608048985e-05
"395","I81",9,"RR1vs2",1.21044275966278,1664,0.000118630795299711
"396","I81",9,"RR3vs2",0.830699231648743,1664,0.000118630795299711
"397","I82",9,"RR1vs2",1.13105450692431,11476,0.000818153249314593
"398","I82",9,"RR3vs2",0.90740359641056,11476,0.000818153249314593
"399","I83",9,"RR1vs2",0.854154742796215,54734,0.00390212617183557
"400","I83",9,"RR3vs2",0.875752606530801,54734,0.00390212617183557
"401","K41",11,"RR1vs2",1.06478496423311,3342,0.000238259686232953
"402","K41",11,"RR3vs2",0.908419290396822,3342,0.000238259686232953
"403","K44",11,"RR1vs2",1.34164953450305,42374,0.003020950312518
"404","K44",11,"RR3vs2",0.728819284698779,42374,0.003020950312518
"405","K64",11,"RR1vs2",1.03713562098274,84206,0.00600326006550929
"406","K64",11,"RR3vs2",0.92186614237275,84206,0.00600326006550929
"407","L74",12,"RR1vs2",1.3245382420991,901,6.42345832722594e-05
"408","L74",12,"RR3vs2",0.871305033959028,901,6.42345832722594e-05
"409","L80",12,"RR1vs2",0.8540859521895,807,5.75330840185497e-05
"410","L80",12,"RR3vs2",1.21758629095949,807,5.75330840185497e-05
"411","L82",12,"RR1vs2",0.678812264339332,14750,0.0010515650424704
"412","L82",12,"RR3vs2",1.42527298979543,14750,0.0010515650424704
"413","L98",12,"RR1vs2",1.17387876100267,22041,0.00157135898990441
"414","L98",12,"RR3vs2",0.875477330213762,22041,0.00157135898990441
"415","M25",13,"RR1vs2",1.03518897042316,66805,0.00476269848557524
"416","M25",13,"RR3vs2",0.824505578401195,66805,0.00476269848557524
"417","M71",13,"RR1vs2",0.995404547711649,10294,0.000733885460826457
"418","M71",13,"RR3vs2",0.826604765362038,10294,0.000733885460826457
"419","M79",13,"RR1vs2",1.14808132854665,150857,0.0107549794991157
"420","M79",13,"RR3vs2",0.795579723530887,150857,0.0107549794991157
"421","R22",18,"RR1vs2",1.07481167860706,15486,0.00110403635577604
"422","R22",18,"RR3vs2",0.918333700322149,15486,0.00110403635577604
"423","R34",18,"RR1vs2",1.61158870795407,1111,7.92060177752277e-05
"424","R34",18,"RR3vs2",0.664784961437331,1111,7.92060177752277e-05
"425","R35",18,"RR1vs2",1.04219891117511,6304,0.000449428205270059
"426","R35",18,"RR3vs2",0.991530441689931,6304,0.000449428205270059
"427","R42",18,"RR1vs2",1.14959509733005,79201,0.00564644087652188
"428","R42",18,"RR3vs2",0.866510471394563,79201,0.00564644087652188
"429","R82",18,"RR1vs2",1.22305251279991,624,4.44865482373916e-05
"430","R82",18,"RR3vs2",0.647437359186468,624,4.44865482373916e-05
"431","R91",18,"RR1vs2",1.17262327179562,68385,0.00487534070707376
"432","R91",18,"RR3vs2",0.853005818211417,68385,0.00487534070707376
"433","T93",19,"RR1vs2",1.10905377299835,49351,0.00351835840074281
"434","T93",19,"RR3vs2",0.786768672986679,49351,0.00351835840074281
"435","A31",1,"RR1vs2",1.43962818022618,772,5.50378449347217e-05
"436","A31",1,"RR3vs2",0.852381707527352,772,5.50378449347217e-05
"437","B18",1,"RR1vs2",4.08785444216619,5436,0.000387546275991123
"438","B18",1,"RR3vs2",0.964900356290629,5436,0.000387546275991123
"439","C06",2,"RR1vs2",1.23838124116647,2757,0.000196553547260399
"440","C06",2,"RR3vs2",0.686818802188624,2757,0.000196553547260399
"441","C25",2,"RR1vs2",1.05928689815468,10335,0.000736808455181799
"442","C25",2,"RR3vs2",0.88550183545352,10335,0.000736808455181799
"443","C65",2,"RR1vs2",0.977912112278524,1323,9.43200373687005e-05
"444","C65",2,"RR3vs2",0.856153384371374,1323,9.43200373687005e-05
"445","C66",2,"RR1vs2",1.00816280815777,544,3.87831446172132e-05
"446","C66",2,"RR3vs2",0.893907127425092,544,3.87831446172132e-05
"447","C68",2,"RR1vs2",1.24149109688622,239,1.7038918315283e-05
"448","C68",2,"RR3vs2",0.912810114533348,239,1.7038918315283e-05
"449","C69",2,"RR1vs2",0.879116065739701,914,6.51613863605384e-05
"450","C69",2,"RR3vs2",1.09620544255706,914,6.51613863605384e-05
"451","C70",2,"RR1vs2",1.64735491863555,134,9.55320106379884e-06
"452","C70",2,"RR3vs2",1.92291166268831,134,9.55320106379884e-06
"453","C71",2,"RR1vs2",1.05043851732323,5569,0.00039702818450967
"454","C71",2,"RR3vs2",0.966543589678864,5569,0.00039702818450967
"455","C85",2,"RR1vs2",1.05877488550918,4562,0.000325236591440674
"456","C85",2,"RR3vs2",0.971378504039802,4562,0.000325236591440674
"457","D04",2,"RR1vs2",0.88834210056902,3140,0.000223858592092003
"458","D04",2,"RR3vs2",1.02975886557254,3140,0.000223858592092003
"459","D11",2,"RR1vs2",1.10396163611691,7293,0.000519936532524515
"460","D11",2,"RR3vs2",0.889269155982435,7293,0.000519936532524515
"461","D23",2,"RR1vs2",0.936751311853834,29571,0.0021081918556537
"462","D23",2,"RR3vs2",1.01611147490019,29571,0.0021081918556537
"463","E10",4,"RR1vs2",1.59668704608636,22903,0.00163281316391183
"464","E10",4,"RR3vs2",0.706953672876221,22903,0.00163281316391183
"465","F22",5,"RR1vs2",2.83745851881364,5982,0.000426472005698841
"466","F22",5,"RR3vs2",0.691062153934284,5982,0.000426472005698841
"467","F41",5,"RR1vs2",1.74577431494752,45417,0.00323789352772054
"468","F41",5,"RR3vs2",0.757164728991361,45417,0.00323789352772054
"469","G98",6,"RR1vs2",1.38132700469298,13742,0.000979702156856147
"470","G98",6,"RR3vs2",0.527059176973461,13742,0.000979702156856147
"471","H13",7,"RR1vs2",0.970006977633851,233,1.66111630437696e-05
"472","H13",7,"RR3vs2",0.736627493488721,233,1.66111630437696e-05
"473","H16",7,"RR1vs2",1.04474498794781,12087,0.000861712994463706
"474","H16",7,"RR3vs2",0.999728498938588,12087,0.000861712994463706
"475","H42",7,"RR1vs2",1.07260984089463,238,1.69676257700308e-05
"476","H42",7,"RR3vs2",0.711105476210883,238,1.69676257700308e-05
"477","H43",7,"RR1vs2",0.880028809306837,22740,0.00162119247903571
"478","H43",7,"RR3vs2",1.34832342034827,22740,0.00162119247903571
"479","H81",8,"RR1vs2",0.910089444940598,33488,0.00238744475540668
"480","H81",8,"RR3vs2",0.978523560814355,33488,0.00238744475540668
"481","I35",9,"RR1vs2",1.15868420371264,61742,0.0044017443289632
"482","I35",9,"RR3vs2",0.870125928645995,61742,0.0044017443289632
"483","I68",9,"RR1vs2",0.995897879995389,768,5.47526747537128e-05
"484","I68",9,"RR3vs2",0.987799745558401,768,5.47526747537128e-05
"485","I69",9,"RR1vs2",1.31826336998992,65118,0.00464242796173472
"486","I69",9,"RR3vs2",0.722524934263126,65118,0.00464242796173472
"487","I87",9,"RR1vs2",1.27999643846706,7879,0.000561713964042321
"488","I87",9,"RR3vs2",0.783884519595902,7879,0.000561713964042321
"489","I98",9,"RR1vs2",2.25013710963238,174,1.2404902873888e-05
"490","I98",9,"RR3vs2",0.383207993112838,174,1.2404902873888e-05
"491","I99",9,"RR1vs2",2.02672210713304,660,4.70530798664719e-05
"492","I99",9,"RR3vs2",0.710804467553696,660,4.70530798664719e-05
"493","J16",10,"RR1vs2",1.46491351249051,1239,8.83314635675132e-05
"494","J16",10,"RR3vs2",0.961914523257157,1239,8.83314635675132e-05
"495","J17",10,"RR1vs2",1.75072409611706,798,5.68914511112797e-05
"496","J17",10,"RR3vs2",0.917525317593477,798,5.68914511112797e-05
"497","J22",10,"RR1vs2",1.82387584033462,8224,0.000586309892154341
"498","J22",10,"RR3vs2",0.783970205763094,8224,0.000586309892154341
"499","J38",10,"RR1vs2",1.13963437840085,12130,0.000864778573909552
"500","J38",10,"RR3vs2",0.908219946661005,12130,0.000864778573909552
"501","J61",10,"RR1vs2",0.436934893552934,538,3.83553893456998e-05
"502","J61",10,"RR3vs2",0.286777499582431,538,3.83553893456998e-05
"503","J64",10,"RR1vs2",0.759083600407866,207,1.47575568672116e-05
"504","J64",10,"RR3vs2",0.71962568595919,207,1.47575568672116e-05
"505","J67",10,"RR1vs2",1.08742978254106,797,5.68201585660274e-05
"506","J67",10,"RR3vs2",0.796343723325039,797,5.68201585660274e-05
"507","J68",10,"RR1vs2",1.43410475765385,531,3.78563415289342e-05
"508","J68",10,"RR3vs2",0.482631929510508,531,3.78563415289342e-05
"509","J70",10,"RR1vs2",1.12779203845991,966,6.88685987136543e-05
"510","J70",10,"RR3vs2",0.84882268941633,966,6.88685987136543e-05
"511","J82",10,"RR1vs2",1.16129560567783,320,2.28136144807137e-05
"512","J82",10,"RR3vs2",0.833917363561608,320,2.28136144807137e-05
"513","J85",10,"RR1vs2",1.63785672891034,2485,0.000177161974951792
"514","J85",10,"RR3vs2",0.676451976980637,2485,0.000177161974951792
"515","J90",10,"RR1vs2",1.12117071703274,22847,0.0016288207813777
"516","J90",10,"RR3vs2",0.819640771574856,22847,0.0016288207813777
"517","K10",11,"RR1vs2",1.20238343859966,5151,0.000367227900594238
"518","K10",11,"RR3vs2",0.866015066658117,5151,0.000367227900594238
"519","K21",11,"RR1vs2",1.3125807765166,58635,0.00418023839086452
"520","K21",11,"RR3vs2",0.783641612465862,58635,0.00418023839086452
"521","K61",11,"RR1vs2",1.35679661090756,12977,0.000925163359738191
"522","K61",11,"RR3vs2",0.720379114976266,12977,0.000925163359738191
"523","K73",11,"RR1vs2",1.31201503283282,1606,0.000114495827675082
"524","K73",11,"RR3vs2",0.841286550309054,1606,0.000114495827675082
"525","K81",11,"RR1vs2",1.1487837936825,17560,0.00125189709462916
"526","K81",11,"RR3vs2",0.767710310361021,17560,0.00125189709462916
"527","L28",12,"RR1vs2",1.07234769999875,4384,0.000312546518385777
"528","L28",12,"RR3vs2",0.874540871091736,4384,0.000312546518385777
"529","L41",12,"RR1vs2",0.792929574932844,314,2.23858592092003e-05
"530","L41",12,"RR3vs2",0.981987818550101,314,2.23858592092003e-05
"531","L43",12,"RR1vs2",0.777177932427698,5499,0.000392037706342014
"532","L43",12,"RR3vs2",1.02989525707148,5499,0.000392037706342014
"533","L64",12,"RR1vs2",0.91961181013497,478,3.4077836630566e-05
"534","L64",12,"RR3vs2",1.32429939440138,478,3.4077836630566e-05
"535","L65",12,"RR1vs2",0.764647975370663,696,4.96196114955522e-05
"536","L65",12,"RR3vs2",1.01293104621974,696,4.96196114955522e-05
"537","L66",12,"RR1vs2",0.899316388480335,819,5.83885945615765e-05
"538","L66",12,"RR3vs2",1.23899778161271,819,5.83885945615765e-05
"539","L72",12,"RR1vs2",1.09465779005022,10435,0.000743937709707022
"540","L72",12,"RR3vs2",0.780744480609607,10435,0.000743937709707022
"541","L97",12,"RR1vs2",1.40199361979983,18169,0.00129531425468777
"542","L97",12,"RR3vs2",0.677674545792087,18169,0.00129531425468777
"543","M18",13,"RR1vs2",0.958446956272462,18473,0.00131698718844445
"544","M18",13,"RR3vs2",0.864840585486332,18473,0.00131698718844445
"545","M31",13,"RR1vs2",1.00293072105358,8398,0.000598714795028229
"546","M31",13,"RR3vs2",0.983850207177241,8398,0.000598714795028229
"547","M46",13,"RR1vs2",1.0323333965617,9428,0.000672146116638026
"548","M46",13,"RR3vs2",0.882221648404644,9428,0.000672146116638026
"549","M49",13,"RR1vs2",1.18398832124215,703,5.01186593123178e-05
"550","M49",13,"RR3vs2",0.755469071883616,703,5.01186593123178e-05
"551","M50",13,"RR1vs2",1.06919302638332,34973,0.00249331418510624
"552","M50",13,"RR3vs2",0.725468358283199,34973,0.00249331418510624
"553","M75",13,"RR1vs2",1.00699845455133,172421,0.0122923319449348
"554","M75",13,"RR3vs2",0.757615252205738,172421,0.0122923319449348
"555","R02",18,"RR1vs2",1.23053580810839,928,6.61594819940696e-05
"556","R02",18,"RR3vs2",0.472639267138459,928,6.61594819940696e-05
"557","R06",18,"RR1vs2",1.23485742488396,186328,0.0132837973717575
"558","R06",18,"RR3vs2",0.784543308138142,186328,0.0132837973717575
"559","S24",19,"RR1vs2",1.11974840853742,794,5.66062809302708e-05
"560","S24",19,"RR3vs2",0.944481525306184,794,5.66062809302708e-05
"561","S27",19,"RR1vs2",1.41201207616108,5718,0.000407650773752252
"562","S27",19,"RR3vs2",0.920748393974,5718,0.000407650773752252
"563","T02",19,"RR1vs2",1.5576108394922,785,5.59646480230007e-05
"564","T02",19,"RR3vs2",0.705963633532899,785,5.59646480230007e-05
"565","T08",19,"RR1vs2",1.10131158643699,1312,9.3535819370926e-05
"566","T08",19,"RR3vs2",0.983683872340181,1312,9.3535819370926e-05
"567","T66",19,"RR1vs2",1.15885739121047,1850,0.000131891208716626
"568","T66",19,"RR3vs2",0.908808272423474,1850,0.000131891208716626
"569","T82",19,"RR1vs2",1.33217556027579,4045,0.000288378345545271
"570","T82",19,"RR3vs2",0.667118436727601,4045,0.000288378345545271
"571","T84",19,"RR1vs2",1.20709242980354,43578,0.00310678653700169
"572","T84",19,"RR3vs2",0.795390519822568,43578,0.00310678653700169
"573","A32",1,"RR1vs2",1.39804500812959,280,1.99619126706244e-05
"574","A32",1,"RR3vs2",1.26065695407589,280,1.99619126706244e-05
"575","A68",1,"RR1vs2",1.4153532960147,139,9.90966379005999e-06
"576","A68",1,"RR3vs2",1.18125953120979,139,9.90966379005999e-06
"577","B24",1,"RR1vs2",3.57489221676397,204,1.45436792314549e-05
"578","B24",1,"RR3vs2",0.695774274396347,204,1.45436792314549e-05
"579","B35",1,"RR1vs2",1.00400516256869,3338,0.000237974516051944
"580","B35",1,"RR3vs2",1.02894541084772,3338,0.000237974516051944
"581","C00",2,"RR1vs2",1.48535429409854,334,2.38117101142449e-05
"582","C00",2,"RR3vs2",0.600064678789562,334,2.38117101142449e-05
"583","C04",2,"RR1vs2",1.33352369840711,734,5.23287282151369e-05
"584","C04",2,"RR3vs2",0.379480519507265,734,5.23287282151369e-05
"585","C15",2,"RR1vs2",1.2457984247167,6200,0.000442013780563827
"586","C15",2,"RR3vs2",0.74318548853885,6200,0.000442013780563827
"587","C46",2,"RR1vs2",1.83934449829417,121,8.62639797551985e-06
"588","C46",2,"RR3vs2",1.06840492523018,121,8.62639797551985e-06
"589","C48",2,"RR1vs2",0.945089041134802,1272,9.06841175608368e-05
"590","C48",2,"RR3vs2",1.08411361678913,1272,9.06841175608368e-05
"591","C52",2,"RR1vs2",1.22005203417347,287,2.046096048739e-05
"592","C52",2,"RR3vs2",0.555326953914131,287,2.046096048739e-05
"593","C53",2,"RR1vs2",1.20265595298134,3140,0.000223858592092003
"594","C53",2,"RR3vs2",0.765556687838126,3140,0.000223858592092003
"595","C67",2,"RR1vs2",1.09408846880139,9740,0.000694389390756722
"596","C67",2,"RR3vs2",0.716292762337979,9740,0.000694389390756722
"597","C93",2,"RR1vs2",1.07070527027655,757,5.39684567559382e-05
"598","C93",2,"RR3vs2",1.101784588177,757,5.39684567559382e-05
"599","C94",2,"RR1vs2",1.13051172920094,389,2.77328001031175e-05
"600","C94",2,"RR3vs2",0.793761200886144,389,2.77328001031175e-05
"601","C96",2,"RR1vs2",1.29577362013157,534,3.80702191646909e-05
"602","C96",2,"RR3vs2",0.902335985576503,534,3.80702191646909e-05
"603","D01",2,"RR1vs2",1.23248440797086,129,9.19673833753769e-06
"604","D01",2,"RR3vs2",0.432769813332799,129,9.19673833753769e-06
"605","D03",2,"RR1vs2",0.619398604262821,6484,0.00046226086341546
"606","D03",2,"RR3vs2",1.23018061251542,6484,0.00046226086341546
"607","D13",2,"RR1vs2",1.07966310810419,8596,0.000612830718988171
"608","D13",2,"RR3vs2",0.891748968406071,8596,0.000612830718988171
"609","D24",2,"RR1vs2",0.940849364666669,17337,0.00123599885703791
"610","D24",2,"RR3vs2",1.09411146740535,17337,0.00123599885703791
"611","D73",3,"RR1vs2",1.13795338865548,1220,8.69769052077208e-05
"612","D73",3,"RR3vs2",0.821368581677185,1220,8.69769052077208e-05
"613","D81",3,"RR1vs2",1.78472247891012,116,8.2699352492587e-06
"614","D81",3,"RR3vs2",0.944697323427155,116,8.2699352492587e-06
"615","D82",3,"RR1vs2",1.51787089929958,141,1.00522488805645e-05
"616","D82",3,"RR3vs2",0.93520567818086,141,1.00522488805645e-05
"617","D84",3,"RR1vs2",1.05974298397568,2113,0.000150641148117962
"618","D84",3,"RR3vs2",1.14510794699676,2113,0.000150641148117962
"619","E05",4,"RR1vs2",1.14933315129017,35185,0.00250842820469972
"620","E05",4,"RR3vs2",0.849273613236498,35185,0.00250842820469972
"621","F07",5,"RR1vs2",2.13844856002406,2694,0.000192062116909508
"622","F07",5,"RR3vs2",0.942173705086625,2694,0.000192062116909508
"623","F25",5,"RR1vs2",2.31939453272863,975,6.95102316209244e-05
"624","F25",5,"RR3vs2",0.582158138811547,975,6.95102316209244e-05
"625","F30",5,"RR1vs2",1.69436556292982,1318,9.39635746424394e-05
"626","F30",5,"RR3vs2",0.920413738374995,1318,9.39635746424394e-05
"627","F32",5,"RR1vs2",1.63706246657254,51882,0.00369879983277621
"628","F32",5,"RR3vs2",0.727937375210937,51882,0.00369879983277621
"629","H51",7,"RR1vs2",0.936133124738302,1115,7.94911879562366e-05
"630","H51",7,"RR3vs2",0.973993568669455,1115,7.94911879562366e-05
"631","H52",7,"RR1vs2",0.850666077643062,29993,0.00213827730975014
"632","H52",7,"RR3vs2",1.14378739879905,29993,0.00213827730975014
"633","I32",9,"RR1vs2",1.65814229025923,308,2.19581039376869e-05
"634","I32",9,"RR3vs2",0.974932093523206,308,2.19581039376869e-05
"635","I33",9,"RR1vs2",1.48371934948374,3824,0.000272622693044528
"636","I33",9,"RR3vs2",0.918628386409758,3824,0.000272622693044528
"637","I38",9,"RR1vs2",1.12831810502661,3256,0.000232128527341261
"638","I38",9,"RR3vs2",1.0022549589454,3256,0.000232128527341261
"639","I41",9,"RR1vs2",1.64699622420439,123,8.76898306602431e-06
"640","I41",9,"RR3vs2",1.21463661981498,123,8.76898306602431e-06
"641","I42",9,"RR1vs2",1.39878793023026,15080,0.00107509158240363
"642","I42",9,"RR3vs2",0.750374378440555,15080,0.00107509158240363
"643","I50",9,"RR1vs2",1.3415194236888,87682,0.00625107295280605
"644","I50",9,"RR3vs2",0.726755665315516,87682,0.00625107295280605
"645","J96",10,"RR1vs2",1.70582822412569,73886,0.00526752099850628
"646","J96",10,"RR3vs2",0.643480710566521,73886,0.00526752099850628
"647","K55",11,"RR1vs2",1.3463071423833,7566,0.000539399397378373
"648","K55",11,"RR3vs2",0.705719475620432,7566,0.000539399397378373
"649","K59",11,"RR1vs2",1.2834758557776,131065,0.00934395744348355
"650","K59",11,"RR3vs2",0.842782967502604,131065,0.00934395744348355
"651","M54",13,"RR1vs2",1.17203787383792,163328,0.0116440688309563
"652","M54",13,"RR3vs2",0.762206911420012,163328,0.0116440688309563
"653","R12",18,"RR1vs2",1.43390172668014,1874,0.000133602229802679
"654","R12",18,"RR3vs2",0.689348263526084,1874,0.000133602229802679
"655","R13",18,"RR1vs2",1.24222040504588,43532,0.00310350707992008
"656","R13",18,"RR3vs2",0.811583728853024,43532,0.00310350707992008
"657","R27",18,"RR1vs2",1.4268320412833,837,5.96718603761166e-05
"658","R27",18,"RR3vs2",0.77291505881148,837,5.96718603761166e-05
"659","R29",18,"RR1vs2",1.02233380197418,134151,0.00956396623813193
"660","R29",18,"RR3vs2",0.949172695153149,134151,0.00956396623813193
"661","R99",18,"RR1vs2",1.43229662276638,15057,0.00107345185386283
"662","R99",18,"RR3vs2",0.686411082187405,15057,0.00107345185386283
"663","T89",19,"RR1vs2",1.62943969269539,354,2.52375610192895e-05
"664","T89",19,"RR3vs2",0.848788338945792,354,2.52375610192895e-05
"665","T91",19,"RR1vs2",1.23336558635589,2924,0.000208459402317521
"666","T91",19,"RR3vs2",0.815363601771661,2924,0.000208459402317521
"667","A35",1,"RR1vs2",1.43188368646283,141,1.00522488805645e-05
"668","A35",1,"RR3vs2",0.830811099028651,141,1.00522488805645e-05
"669","A48",1,"RR1vs2",1.27621619428299,1837,0.000130964405628347
"670","A48",1,"RR3vs2",0.72450288293017,1837,0.000130964405628347
"671","B33",1,"RR1vs2",1.24290766255383,436,3.10835497299724e-05
"672","B33",1,"RR3vs2",1.27215614278678,436,3.10835497299724e-05
"673","B37",1,"RR1vs2",1.41512846922609,15968,0.00113839936258761
"674","B37",1,"RR3vs2",0.84613507152189,15968,0.00113839936258761
"675","C60",2,"RR1vs2",1.13526998251769,683,4.86928084072732e-05
"676","C60",2,"RR3vs2",0.710646632529969,683,4.86928084072732e-05
"677","C64",2,"RR1vs2",1.16684192728195,8657,0.000617179564248557
"678","C64",2,"RR3vs2",0.826947713164572,8657,0.000617179564248557
"679","C78",2,"RR1vs2",1.12322369875062,39534,0.00281847948400167
"680","C78",2,"RR3vs2",0.889971666850976,39534,0.00281847948400167
"681","D51",3,"RR1vs2",1.84368156381544,4394,0.000313259443838299
"682","D51",3,"RR3vs2",0.752219189521946,4394,0.000313259443838299
"683","D83",3,"RR1vs2",1.40469230970386,322,2.29561995712181e-05
"684","D83",3,"RR3vs2",1.39363172741169,322,2.29561995712181e-05
"685","D86",3,"RR1vs2",1.05679582503489,7053,0.000502826321663979
"686","D86",3,"RR3vs2",0.852989632954996,7053,0.000502826321663979
"687","E20",4,"RR1vs2",1.44437815051293,917,6.53752639962951e-05
"688","E20",4,"RR3vs2",0.799940071271757,917,6.53752639962951e-05
"689","E24",4,"RR1vs2",1.26788438018256,828,5.90302274688466e-05
"690","E24",4,"RR3vs2",0.980094863259239,828,5.90302274688466e-05
"691","E26",4,"RR1vs2",1.08333225667018,1031,7.35026141550493e-05
"692","E26",4,"RR3vs2",0.929274729286207,1031,7.35026141550493e-05
"693","E27",4,"RR1vs2",1.128285740302,7698,0.000548810013351668
"694","E27",4,"RR3vs2",0.94429564659521,7698,0.000548810013351668
"695","E55",4,"RR1vs2",1.98290481649001,16005,0.00114103718676194
"696","E55",4,"RR3vs2",0.727588394535919,16005,0.00114103718676194
"697","E88",4,"RR1vs2",1.40189760859048,4085,0.00029123004735536
"698","E88",4,"RR3vs2",0.734206766664584,4085,0.00029123004735536
"699","F00",5,"RR1vs2",1.22926175943895,30237,0.00215567269079168
"700","F00",5,"RR3vs2",0.899498786196826,30237,0.00215567269079168
"701","G22",6,"RR1vs2",0.939190037017344,326,2.3241369752227e-05
"702","G22",6,"RR3vs2",0.979552532754703,326,2.3241369752227e-05
"703","G23",6,"RR1vs2",0.835642170176459,1534,0.000109362764416921
"704","G23",6,"RR3vs2",1.15523479482431,1534,0.000109362764416921
"705","G30",6,"RR1vs2",0.775912922829865,18208,0.00129809466395261
"706","G30",6,"RR3vs2",1.06912164354784,18208,0.00129809466395261
"707","G52",6,"RR1vs2",1.401325194158,623,4.44152556921394e-05
"708","G52",6,"RR3vs2",1.02051253440141,623,4.44152556921394e-05
"709","G53",6,"RR1vs2",1.16455446160834,905,6.45197534532683e-05
"710","G53",6,"RR3vs2",0.932657152544934,905,6.45197534532683e-05
"711","G54",6,"RR1vs2",1.05490660188089,5766,0.000411072815924359
"712","G54",6,"RR3vs2",0.803279405569901,5766,0.000411072815924359
"713","G61",6,"RR1vs2",1.04114494029063,1826,0.000130180187630572
"714","G61",6,"RR3vs2",1.0245428648841,1826,0.000130180187630572
"715","G63",6,"RR1vs2",1.14938727364449,6264,0.00044657650345997
"716","G63",6,"RR3vs2",0.81970582935577,6264,0.00044657650345997
"717","G70",6,"RR1vs2",1.12516014374788,1292,9.21099684658814e-05
"718","G70",6,"RR3vs2",1.01110327775637,1292,9.21099684658814e-05
"719","G72",6,"RR1vs2",1.10479982271257,1850,0.000131891208716626
"720","G72",6,"RR3vs2",0.998828774707125,1850,0.000131891208716626
"721","G81",6,"RR1vs2",1.63559699617406,1875,0.000133673522347932
"722","G81",6,"RR3vs2",0.831906243395994,1875,0.000133673522347932
"723","G83",6,"RR1vs2",1.64264730503769,1848,0.000131748623626121
"724","G83",6,"RR3vs2",0.693191098950506,1848,0.000131748623626121
"725","G91",6,"RR1vs2",1.16683711639877,6130,0.000437023302396171
"726","G91",6,"RR3vs2",0.990951313087371,6130,0.000437023302396171
"727","H03",7,"RR1vs2",0.931705947610921,174,1.2404902873888e-05
"728","H03",7,"RR3vs2",0.883771499920924,174,1.2404902873888e-05
"729","H04",7,"RR1vs2",0.993972272779102,6845,0.000487997472251516
"730","H04",7,"RR3vs2",0.931605961465267,6845,0.000487997472251516
"731","H20",7,"RR1vs2",1.00671403129924,7418,0.000528848100681043
"732","H20",7,"RR3vs2",0.9929768761684,7418,0.000528848100681043
"733","H40",7,"RR1vs2",1.08569708418341,20639,0.00147140684146078
"734","H40",7,"RR3vs2",1.00413896846476,20639,0.00147140684146078
"735","H94",8,"RR1vs2",1.32968657134764,667,4.75521276832375e-05
"736","H94",8,"RR3vs2",0.846999861604439,667,4.75521276832375e-05
"737","I05",9,"RR1vs2",2.20001484458317,525,3.74285862574208e-05
"738","I05",9,"RR3vs2",1.48970429167905,525,3.74285862574208e-05
"739","I13",9,"RR1vs2",1.64243008685418,707,5.04038294933267e-05
"740","I13",9,"RR3vs2",1.05197801601131,707,5.04038294933267e-05
"741","I20",9,"RR1vs2",1.33006481747501,77996,0.00556053335949294
"742","I20",9,"RR3vs2",0.776907119746895,77996,0.00556053335949294
"743","I85",9,"RR1vs2",1.46038290297213,4917,0.000350545445005216
"744","I85",9,"RR3vs2",0.642114711919395,4917,0.000350545445005216
"745","I97",9,"RR1vs2",1.04015721877796,2018,0.000143868356319
"746","I97",9,"RR3vs2",0.937613355421636,2018,0.000143868356319
"747","J10",10,"RR1vs2",1.25967804753589,4446,0.000316966656191415
"748","J10",10,"RR3vs2",0.885969611975146,4446,0.000316966656191415
"749","J14",10,"RR1vs2",1.39634844744888,3255,0.000232057234796009
"750","J14",10,"RR3vs2",0.780840077159946,3255,0.000232057234796009
"751","J21",10,"RR1vs2",1.12571400710861,343,2.44533430215149e-05
"752","J21",10,"RR3vs2",0.824215517864373,343,2.44533430215149e-05
"753","J33",10,"RR1vs2",0.923708658485455,9214,0.000656889511954049
"754","J33",10,"RR3vs2",0.994701598445691,9214,0.000656889511954049
"755","J42",10,"RR1vs2",2.34729220117305,5182,0.000369437969497057
"756","J42",10,"RR3vs2",0.577525862159035,5182,0.000369437969497057
"757","K28",11,"RR1vs2",2.19007725377327,2058,0.00014672005812909
"758","K28",11,"RR3vs2",0.726810287251251,2058,0.00014672005812909
"759","K31",11,"RR1vs2",1.23677456093322,7255,0.00051722741580493
"760","K31",11,"RR3vs2",0.781537865958441,7255,0.00051722741580493
"761","K43",11,"RR1vs2",1.22019674333501,23895,0.00170353536880204
"762","K43",11,"RR3vs2",0.732408942963207,23895,0.00170353536880204
"763","K58",11,"RR1vs2",1.12001960835872,25350,0.00180726602214404
"764","K58",11,"RR3vs2",0.849138719023763,25350,0.00180726602214404
"765","K77",11,"RR1vs2",1.10332557957373,185,1.31891208716626e-05
"766","K77",11,"RR3vs2",0.92133612306082,185,1.31891208716626e-05
